disease,urgency,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8
Migraine,LOW,blurred vision,vomiting,headache,sensitivity to light,,,,
Migraine,LOW,blurred vision,dizziness,sensitivity to light,vomiting,,,,
Migraine,LOW,sensitivity to light,blurred vision,headache,vomiting,dizziness,,,
Migraine,LOW,dizziness,headache,sensitivity to light,vomiting,,,,
Migraine,LOW,dizziness,sensitivity to light,blurred vision,headache,,,,
Migraine,LOW,vomiting,blurred vision,headache,,,,,
Migraine,LOW,blurred vision,headache,dizziness,,,,,
Migraine,LOW,headache,blurred vision,sensitivity to light,dizziness,,,,
Migraine,LOW,sensitivity to light,blurred vision,vomiting,headache,,,,
Migraine,LOW,blurred vision,vomiting,headache,dizziness,sensitivity to light,,,
Migraine,LOW,headache,blurred vision,vomiting,,,,,
Migraine,LOW,vomiting,headache,dizziness,blurred vision,sensitivity to light,,,
Migraine,LOW,dizziness,headache,sensitivity to light,,,,,
Migraine,LOW,vomiting,blurred vision,headache,sensitivity to light,,,,
Migraine,LOW,headache,dizziness,vomiting,blurred vision,sensitivity to light,,,
Migraine,LOW,blurred vision,vomiting,sensitivity to light,headache,dizziness,,,
Migraine,LOW,sensitivity to light,blurred vision,headache,vomiting,dizziness,,,
Migraine,LOW,headache,vomiting,sensitivity to light,blurred vision,dizziness,,,
Migraine,LOW,vomiting,sensitivity to light,dizziness,headache,blurred vision,,,
Migraine,LOW,sensitivity to light,vomiting,blurred vision,dizziness,headache,,,
Migraine,LOW,vomiting,headache,dizziness,blurred vision,,,,
Migraine,LOW,dizziness,headache,blurred vision,,,,,
Migraine,LOW,blurred vision,sensitivity to light,dizziness,headache,vomiting,,,
Migraine,LOW,vomiting,sensitivity to light,blurred vision,dizziness,headache,,,
Migraine,LOW,headache,vomiting,dizziness,sensitivity to light,blurred vision,,,
Migraine,LOW,headache,blurred vision,dizziness,vomiting,sensitivity to light,,,
Migraine,LOW,sensitivity to light,headache,blurred vision,vomiting,dizziness,,,
Migraine,LOW,sensitivity to light,dizziness,blurred vision,headache,vomiting,,,
Migraine,LOW,dizziness,blurred vision,sensitivity to light,,,,,
Migraine,LOW,dizziness,vomiting,sensitivity to light,,,,,
Migraine,LOW,dizziness,vomiting,headache,blurred vision,sensitivity to light,,,
Migraine,LOW,sensitivity to light,headache,vomiting,,,,,
Migraine,LOW,vomiting,dizziness,sensitivity to light,headache,,,,
Migraine,LOW,sensitivity to light,blurred vision,vomiting,,,,,
Migraine,LOW,blurred vision,dizziness,vomiting,headache,sensitivity to light,,,
Migraine,LOW,headache,blurred vision,vomiting,sensitivity to light,dizziness,,,
Migraine,LOW,sensitivity to light,headache,dizziness,blurred vision,vomiting,,,
Migraine,LOW,headache,vomiting,blurred vision,,,,,
Migraine,LOW,vomiting,headache,sensitivity to light,dizziness,blurred vision,,,
Migraine,LOW,sensitivity to light,headache,dizziness,vomiting,blurred vision,,,
Migraine,LOW,headache,sensitivity to light,dizziness,blurred vision,vomiting,,,
Migraine,LOW,blurred vision,sensitivity to light,headache,vomiting,,,,
Migraine,LOW,headache,vomiting,sensitivity to light,,,,,
Migraine,LOW,dizziness,vomiting,headache,sensitivity to light,,,,
Migraine,LOW,headache,blurred vision,sensitivity to light,,,,,
Migraine,LOW,sensitivity to light,vomiting,dizziness,headache,blurred vision,,,
Migraine,LOW,vomiting,blurred vision,dizziness,,,,,
Migraine,LOW,sensitivity to light,blurred vision,vomiting,dizziness,,,,
Migraine,LOW,sensitivity to light,dizziness,vomiting,blurred vision,headache,,,
Migraine,LOW,sensitivity to light,blurred vision,headache,vomiting,dizziness,,,
Migraine,LOW,sensitivity to light,headache,blurred vision,,,,,
Migraine,LOW,blurred vision,dizziness,sensitivity to light,,,,,
Migraine,LOW,sensitivity to light,blurred vision,vomiting,dizziness,headache,,,
Fungal Infection,LOW,discomfort,itching,redness,skin rash,scaling,,,
Fungal Infection,LOW,itching,redness,discomfort,skin rash,,,,
Fungal Infection,LOW,discomfort,scaling,itching,redness,,,,
Fungal Infection,LOW,skin rash,redness,itching,scaling,discomfort,,,
Fungal Infection,LOW,discomfort,scaling,redness,itching,,,,
Fungal Infection,LOW,redness,discomfort,scaling,,,,,
Fungal Infection,LOW,scaling,itching,discomfort,redness,,,,
Fungal Infection,LOW,itching,discomfort,skin rash,scaling,,,,
Fungal Infection,LOW,redness,discomfort,skin rash,,,,,
Fungal Infection,LOW,discomfort,redness,skin rash,scaling,itching,,,
Fungal Infection,LOW,discomfort,redness,scaling,skin rash,,,,
Fungal Infection,LOW,skin rash,discomfort,itching,,,,,
Fungal Infection,LOW,scaling,skin rash,itching,discomfort,redness,,,
Fungal Infection,LOW,redness,itching,skin rash,discomfort,,,,
Fungal Infection,LOW,skin rash,itching,scaling,discomfort,redness,,,
Fungal Infection,LOW,discomfort,scaling,itching,,,,,
Fungal Infection,LOW,discomfort,redness,itching,scaling,skin rash,,,
Fungal Infection,LOW,skin rash,discomfort,scaling,itching,,,,
Fungal Infection,LOW,discomfort,scaling,redness,skin rash,,,,
Fungal Infection,LOW,discomfort,scaling,itching,,,,,
Fungal Infection,LOW,scaling,redness,discomfort,skin rash,itching,,,
Fungal Infection,LOW,discomfort,scaling,itching,skin rash,,,,
Fungal Infection,LOW,redness,scaling,skin rash,itching,,,,
Fungal Infection,LOW,scaling,redness,discomfort,,,,,
Fungal Infection,LOW,redness,scaling,discomfort,itching,skin rash,,,
Fungal Infection,LOW,scaling,itching,redness,skin rash,discomfort,,,
Fungal Infection,LOW,discomfort,skin rash,redness,,,,,
Fungal Infection,LOW,discomfort,skin rash,scaling,redness,,,,
Fungal Infection,LOW,redness,discomfort,skin rash,itching,,,,
Fungal Infection,LOW,skin rash,itching,discomfort,,,,,
Fungal Infection,LOW,skin rash,discomfort,itching,redness,scaling,,,
Fungal Infection,LOW,scaling,redness,discomfort,,,,,
Fungal Infection,LOW,discomfort,scaling,redness,skin rash,itching,,,
Fungal Infection,LOW,skin rash,itching,discomfort,,,,,
Fungal Infection,LOW,itching,skin rash,redness,discomfort,scaling,,,
Fungal Infection,LOW,redness,scaling,discomfort,,,,,
Fungal Infection,LOW,redness,scaling,skin rash,,,,,
Fungal Infection,LOW,skin rash,discomfort,scaling,redness,itching,,,
Fungal Infection,LOW,itching,skin rash,scaling,redness,discomfort,,,
Fungal Infection,LOW,discomfort,redness,skin rash,scaling,itching,,,
Fungal Infection,LOW,discomfort,skin rash,itching,redness,scaling,,,
Fungal Infection,LOW,skin rash,itching,scaling,,,,,
Fungal Infection,LOW,itching,discomfort,skin rash,redness,scaling,,,
Fungal Infection,LOW,scaling,itching,skin rash,,,,,
Fungal Infection,LOW,itching,redness,scaling,skin rash,,,,
Fungal Infection,LOW,scaling,redness,discomfort,skin rash,itching,,,
Fungal Infection,LOW,redness,itching,skin rash,,,,,
Fungal Infection,LOW,scaling,redness,itching,discomfort,skin rash,,,
Fungal Infection,LOW,discomfort,redness,itching,,,,,
Fungal Infection,LOW,itching,redness,discomfort,scaling,,,,
Fungal Infection,LOW,scaling,itching,skin rash,redness,discomfort,,,
Fungal Infection,LOW,skin rash,scaling,itching,redness,,,,
Fungal Infection,LOW,itching,skin rash,discomfort,scaling,,,,
Fungal Infection,LOW,itching,skin rash,discomfort,scaling,redness,,,
Fungal Infection,LOW,redness,discomfort,skin rash,,,,,
Fungal Infection,LOW,skin rash,redness,discomfort,scaling,itching,,,
Fungal Infection,LOW,itching,redness,scaling,skin rash,discomfort,,,
Fungal Infection,LOW,skin rash,scaling,discomfort,redness,,,,
Fungal Infection,LOW,scaling,skin rash,redness,itching,,,,
Fungal Infection,LOW,scaling,skin rash,redness,itching,discomfort,,,
Fungal Infection,LOW,itching,skin rash,scaling,discomfort,redness,,,
Fungal Infection,LOW,skin rash,redness,scaling,,,,,
Fungal Infection,LOW,itching,redness,skin rash,,,,,
Fungal Infection,LOW,scaling,skin rash,itching,discomfort,redness,,,
Fungal Infection,LOW,skin rash,scaling,discomfort,itching,,,,
Fungal Infection,LOW,discomfort,itching,scaling,redness,skin rash,,,
Fungal Infection,LOW,redness,scaling,itching,,,,,
Fungal Infection,LOW,discomfort,skin rash,itching,scaling,,,,
Fungal Infection,LOW,skin rash,redness,discomfort,itching,,,,
Fungal Infection,LOW,discomfort,redness,itching,skin rash,scaling,,,
Fungal Infection,LOW,scaling,redness,skin rash,itching,discomfort,,,
Fungal Infection,LOW,scaling,discomfort,redness,,,,,
Fungal Infection,LOW,skin rash,itching,scaling,discomfort,redness,,,
Fungal Infection,LOW,scaling,skin rash,itching,redness,,,,
Fungal Infection,LOW,itching,redness,scaling,discomfort,skin rash,,,
Fungal Infection,LOW,scaling,discomfort,itching,skin rash,redness,,,
Fungal Infection,LOW,skin rash,scaling,discomfort,itching,redness,,,
Fungal Infection,LOW,itching,discomfort,scaling,skin rash,redness,,,
Fungal Infection,LOW,scaling,redness,skin rash,,,,,
Fungal Infection,LOW,redness,discomfort,itching,,,,,
Chicken Pox,LOW,fever,loss of appetite,itching,,,,,
Chicken Pox,LOW,fever,fatigue,loss of appetite,skin rash,,,,
Chicken Pox,LOW,fever,skin rash,fatigue,,,,,
Chicken Pox,LOW,loss of appetite,skin rash,fever,fatigue,itching,,,
Chicken Pox,LOW,fatigue,itching,loss of appetite,,,,,
Chicken Pox,LOW,itching,fever,loss of appetite,,,,,
Chicken Pox,LOW,itching,fever,loss of appetite,fatigue,,,,
Chicken Pox,LOW,skin rash,loss of appetite,fever,,,,,
Chicken Pox,LOW,loss of appetite,fatigue,fever,,,,,
Chicken Pox,LOW,fever,loss of appetite,itching,fatigue,skin rash,,,
Chicken Pox,LOW,fatigue,loss of appetite,fever,,,,,
Chicken Pox,LOW,skin rash,itching,fever,loss of appetite,,,,
Chicken Pox,LOW,fever,itching,fatigue,loss of appetite,,,,
Chicken Pox,LOW,fever,fatigue,skin rash,,,,,
Chicken Pox,LOW,fever,skin rash,fatigue,loss of appetite,itching,,,
Chicken Pox,LOW,itching,fever,skin rash,loss of appetite,,,,
Chicken Pox,LOW,itching,loss of appetite,skin rash,fever,fatigue,,,
Chicken Pox,LOW,fever,loss of appetite,skin rash,,,,,
Chicken Pox,LOW,itching,loss of appetite,fatigue,skin rash,fever,,,
Chicken Pox,LOW,loss of appetite,skin rash,itching,,,,,
Chicken Pox,LOW,fever,fatigue,itching,skin rash,,,,
Chicken Pox,LOW,fatigue,itching,skin rash,fever,,,,
Chicken Pox,LOW,fatigue,fever,loss of appetite,itching,skin rash,,,
Chicken Pox,LOW,fever,fatigue,itching,skin rash,loss of appetite,,,
Chicken Pox,LOW,loss of appetite,fever,itching,,,,,
Chicken Pox,LOW,skin rash,loss of appetite,itching,,,,,
Chicken Pox,LOW,fatigue,itching,skin rash,fever,loss of appetite,,,
Chicken Pox,LOW,itching,fatigue,loss of appetite,skin rash,,,,
Chicken Pox,LOW,loss of appetite,skin rash,fever,,,,,
Chicken Pox,LOW,fever,loss of appetite,fatigue,,,,,
Chicken Pox,LOW,skin rash,loss of appetite,fever,itching,fatigue,,,
Chicken Pox,LOW,fatigue,skin rash,loss of appetite,fever,itching,,,
Chicken Pox,LOW,itching,fever,skin rash,loss of appetite,,,,
Chicken Pox,LOW,skin rash,itching,loss of appetite,fatigue,,,,
Chicken Pox,LOW,itching,loss of appetite,fever,fatigue,skin rash,,,
Chicken Pox,LOW,fatigue,skin rash,itching,loss of appetite,fever,,,
Chicken Pox,LOW,loss of appetite,skin rash,itching,fever,fatigue,,,
Chicken Pox,LOW,loss of appetite,itching,fever,,,,,
Chicken Pox,LOW,skin rash,loss of appetite,fever,fatigue,itching,,,
Chicken Pox,LOW,itching,fatigue,fever,,,,,
Chicken Pox,LOW,fever,loss of appetite,skin rash,fatigue,,,,
Chicken Pox,LOW,fatigue,fever,skin rash,itching,,,,
Chicken Pox,LOW,fatigue,skin rash,loss of appetite,,,,,
Chicken Pox,LOW,loss of appetite,skin rash,fever,fatigue,,,,
Chicken Pox,LOW,skin rash,fatigue,fever,itching,,,,
Chicken Pox,LOW,skin rash,itching,loss of appetite,,,,,
Chicken Pox,LOW,itching,fatigue,skin rash,loss of appetite,,,,
Chicken Pox,LOW,skin rash,fatigue,itching,,,,,
Chicken Pox,LOW,fatigue,skin rash,itching,loss of appetite,fever,,,
Chicken Pox,LOW,fatigue,itching,loss of appetite,skin rash,fever,,,
Chicken Pox,LOW,itching,loss of appetite,skin rash,fever,,,,
Chicken Pox,LOW,fever,loss of appetite,fatigue,skin rash,itching,,,
Chicken Pox,LOW,itching,fever,loss of appetite,skin rash,fatigue,,,
Chicken Pox,LOW,fatigue,itching,loss of appetite,fever,skin rash,,,
Chicken Pox,LOW,loss of appetite,skin rash,itching,fever,fatigue,,,
Chicken Pox,LOW,itching,fatigue,fever,skin rash,,,,
Chicken Pox,LOW,skin rash,itching,fever,,,,,
Chicken Pox,LOW,skin rash,loss of appetite,fatigue,fever,,,,
Chicken Pox,LOW,skin rash,loss of appetite,fever,fatigue,itching,,,
Chicken Pox,LOW,fatigue,skin rash,loss of appetite,itching,fever,,,
Chicken Pox,LOW,fever,loss of appetite,skin rash,,,,,
Chicken Pox,LOW,itching,fever,loss of appetite,skin rash,,,,
Chicken Pox,LOW,loss of appetite,fever,skin rash,itching,,,,
Chicken Pox,LOW,fatigue,skin rash,fever,loss of appetite,,,,
Chicken Pox,LOW,fatigue,fever,itching,skin rash,loss of appetite,,,
Chicken Pox,LOW,fever,loss of appetite,fatigue,skin rash,itching,,,
Chicken Pox,LOW,itching,fever,skin rash,,,,,
Chicken Pox,LOW,fatigue,loss of appetite,itching,,,,,
Chicken Pox,LOW,loss of appetite,fatigue,itching,,,,,
Chicken Pox,LOW,loss of appetite,itching,fever,skin rash,,,,
Chicken Pox,LOW,itching,fatigue,loss of appetite,fever,,,,
Chicken Pox,LOW,itching,skin rash,fever,,,,,
Chicken Pox,LOW,fever,fatigue,itching,,,,,
Chicken Pox,LOW,loss of appetite,fatigue,itching,fever,,,,
Chicken Pox,LOW,fatigue,loss of appetite,skin rash,fever,,,,
Chicken Pox,LOW,fatigue,loss of appetite,fever,itching,skin rash,,,
Chicken Pox,LOW,fever,itching,fatigue,loss of appetite,skin rash,,,
Chicken Pox,LOW,fatigue,itching,skin rash,loss of appetite,fever,,,
Chicken Pox,LOW,loss of appetite,fatigue,itching,fever,,,,
Chicken Pox,LOW,fatigue,fever,skin rash,loss of appetite,,,,
Acne,LOW,itching,skin rash,swelling,redness,,,,
Acne,LOW,redness,swelling,itching,,,,,
Acne,LOW,swelling,itching,skin rash,,,,,
Acne,LOW,swelling,skin rash,redness,itching,,,,
Acne,LOW,skin rash,itching,swelling,redness,,,,
Acne,LOW,skin rash,redness,swelling,itching,,,,
Acne,LOW,skin rash,swelling,itching,redness,,,,
Acne,LOW,itching,skin rash,swelling,redness,,,,
Acne,LOW,itching,swelling,skin rash,redness,,,,
Acne,LOW,redness,swelling,skin rash,itching,,,,
Acne,LOW,swelling,itching,skin rash,redness,,,,
Acne,LOW,itching,skin rash,redness,,,,,
Acne,LOW,skin rash,swelling,redness,itching,,,,
Acne,LOW,skin rash,redness,itching,swelling,,,,
Acne,LOW,itching,swelling,redness,skin rash,,,,
Acne,LOW,redness,skin rash,itching,,,,,
Acne,LOW,swelling,skin rash,itching,,,,,
Acne,LOW,skin rash,redness,itching,,,,,
Acne,LOW,itching,swelling,redness,skin rash,,,,
Acne,LOW,swelling,itching,skin rash,redness,,,,
Acne,LOW,itching,skin rash,swelling,,,,,
Acne,LOW,itching,skin rash,swelling,,,,,
Acne,LOW,swelling,itching,redness,skin rash,,,,
Acne,LOW,swelling,redness,itching,,,,,
Acne,LOW,skin rash,swelling,itching,redness,,,,
Acne,LOW,swelling,redness,skin rash,,,,,
Acne,LOW,swelling,skin rash,redness,itching,,,,
Acne,LOW,redness,itching,skin rash,,,,,
Acne,LOW,redness,itching,swelling,skin rash,,,,
Acne,LOW,redness,swelling,skin rash,,,,,
Acne,LOW,redness,skin rash,itching,swelling,,,,
Acne,LOW,skin rash,itching,redness,swelling,,,,
Acne,LOW,swelling,itching,redness,skin rash,,,,
Acne,LOW,redness,itching,swelling,,,,,
Acne,LOW,redness,swelling,skin rash,,,,,
Acne,LOW,skin rash,swelling,redness,itching,,,,
Acne,LOW,skin rash,itching,redness,,,,,
Acne,LOW,skin rash,redness,swelling,itching,,,,
Acne,LOW,swelling,itching,skin rash,redness,,,,
Acne,LOW,skin rash,itching,redness,,,,,
Acne,LOW,itching,redness,swelling,skin rash,,,,
Acne,LOW,swelling,itching,redness,,,,,
Acne,LOW,itching,skin rash,swelling,,,,,
Acne,LOW,skin rash,redness,swelling,,,,,
Acne,LOW,skin rash,redness,swelling,,,,,
Acne,LOW,swelling,itching,skin rash,,,,,
Acne,LOW,swelling,redness,itching,skin rash,,,,
Acne,LOW,redness,itching,swelling,,,,,
Acne,LOW,swelling,skin rash,redness,itching,,,,
Acne,LOW,swelling,skin rash,redness,itching,,,,
Acne,LOW,itching,swelling,skin rash,redness,,,,
Acne,LOW,redness,skin rash,swelling,,,,,
Acne,LOW,swelling,itching,skin rash,,,,,
Acne,LOW,redness,skin rash,swelling,,,,,
Acne,LOW,skin rash,redness,itching,swelling,,,,
Acne,LOW,redness,swelling,skin rash,,,,,
Acne,LOW,itching,skin rash,swelling,,,,,
Acne,LOW,skin rash,swelling,redness,itching,,,,
Acne,LOW,itching,redness,skin rash,swelling,,,,
Acne,LOW,itching,redness,swelling,skin rash,,,,
Acne,LOW,skin rash,redness,swelling,,,,,
Acne,LOW,itching,redness,skin rash,,,,,
Acne,LOW,skin rash,swelling,itching,,,,,
Acne,LOW,itching,skin rash,redness,,,,,
Acne,LOW,itching,skin rash,swelling,redness,,,,
Acne,LOW,swelling,skin rash,itching,redness,,,,
Acne,LOW,swelling,redness,itching,,,,,
Acne,LOW,skin rash,redness,itching,swelling,,,,
Acne,LOW,swelling,skin rash,redness,,,,,
Acne,LOW,redness,skin rash,itching,,,,,
Acne,LOW,itching,redness,swelling,skin rash,,,,
Acne,LOW,swelling,itching,skin rash,redness,,,,
Acne,LOW,itching,redness,swelling,skin rash,,,,
Acne,LOW,swelling,itching,redness,skin rash,,,,
Acne,LOW,redness,itching,skin rash,,,,,
Acne,LOW,skin rash,itching,swelling,,,,,
Acne,LOW,redness,swelling,skin rash,itching,,,,
Acne,LOW,swelling,redness,skin rash,itching,,,,
Acne,LOW,itching,redness,swelling,skin rash,,,,
Acne,LOW,redness,itching,skin rash,swelling,,,,
